#MPRN: 10005282085
Date,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
2024-09-13,0.8285,0.913,0.775,1.4715,2.623,2.397,2.317,2.3915,2.45,2.334,1.694,0.57,0,0.0015,0.464,0.2045,0.758,0.166,0.04,0.0145,0.013,0.0005,0.002,0,0.0015,0,0.029,0,0.0405,0,0,0,0.007,0.6055,0.1055,0,0.108,0.3425,1.168,1.118,1.123,0.8275,0.569,0.517,0.5545,0.518,0.9405,1.409
2024-09-14,0.431,0.356,0.432,0.898,1.838,1.778,1.87,1.7705,1.9285,1.7595,0.843,0.174,0,0,0,0,0.664,0.7355,0.7115,0.0005,0,0,0.0275,0.0305,0,0,0.003,0.023,0.0085,0,0.005,0.0015,0,0,0.017,0.018,0.029,0.122,0.9255,1.443,0.477,0.558,0.4075,1.4775,0.7385,0.513,0.6215,0.4935
2024-09-15,0.497,0.5785,0.3125,0.8485,1.9125,1.74,1.7885,1.9375,1.8295,1.793,1.2145,0.2835,0,0,0,0,0.1175,2.039,1.53,0.7395,0.41,0.498,0.3875,0.172,0.008,0.029,0.001,0.0805,0.386,0.075,0.78,0.2445,0.1125,0.024,0.633,0.3215,0.648,1.321,1.2665,1.7505,1.343,0.794,1.0095,0.6405,0.906,1.5105,0.6935,0.741
2024-09-16,0.622,0.7405,0.6975,1.19,4.532,4.5375,4.551,4.564,4.3645,4.5405,3.6915,2.535,1.3785,1.5225,1.7525,1.7815,0.634,0.0925,0,0.018,0.019,0.031,0.035,0,0,0.015,0.0145,0.014,0,0,0,0.006,0,0,0,0,0.014,0.0135,0.0175,0.0115,0.0115,0.015,0.051,0.0515,0.0495,0.047,0.0515,0.257
2024-09-17,1.1485,0.69,1.088,1.118,4.912,4.26,4.179,4.304,4.3075,4.303,3.523,2.206,1.182,1.4,1.7205,0.7785,0.403,0.698,0.339,0.026,0,0.0235,0.0015,0.0135,0.0075,0.0175,0.0225,0.019,0.028,0.018,0.044,0.2175,0.0325,0,0.0455,0.4445,0.3495,0.032,0.0095,0.01,0.0145,0.0445,0.2605,0.24,0.7885,0.567,0.9505,1.549
2024-09-18,1.361,1.071,0.9755,1.0815,1.7765,1.9555,1.8015,1.8835,1.948,1.878,1.2865,0.381,0,0,0.0355,0.017,0.3385,0.124,0,0,0.4235,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.0445,0.173,0.017,0.0125,0.0125,0.0115,0.0215,0.011,0.0125,0.0145,0.0145,0.012,0.0105,0.007
2024-09-19,0.3115,0.4475,0.374,1.113,4.1005,4.1855,4.2215,4.1965,4.31,4.1495,3.1875,0.3685,0.0305,0,0.1445,0.067,0.373,0.112,0.0165,0.01,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0.0065,0.0165,0.357,0.0755,0.0105,0.0125,0.1185,0.941,0.7035,0.806,0.543,0.766,0.5805
2024-09-20,0.556,0.614,0.4245,1.1735,2.378,2.2495,2.0165,2.167,2.3345,2.359,1.2775,0.199,0,0,0.09,0.157,0.372,0.0875,0.1175,0.0615,0.025,0.041,0.0135,0.0295,0.0945,0.0175,0.3305,0.838,0.546,0.3725,0.0365,0.072,0.0595,0.1075,0.273,0.818,0.633,0.4895,0.334,0.5235,0.5565,0.538,0.446,0.5045,0.4465,0.438,0.4055,0.3735
2024-09-21,0.894,0.446,0.7165,0.751,1.7975,1.6545,1.776,1.679,1.8095,1.698,0.875,0.1755,0,0,0,0,0.6855,0.4325,0.4765,0.322,0.389,0.961,0.2585,0.4505,0.0985,0.1945,0.03,0.1165,0.185,0.5195,0.6925,0.0005,0.0645,0.161,0.247,0.373,0.4095,0.6205,1.7205,0.75,0.5775,0.514,0.7595,1.362,0.3925,0.512,0.3175,0.4205
2024-09-22,0.254,0.3665,0.2615,0.8975,2.106,2.188,1.917,2.271,1.772,1.7915,0.8565,0.2165,0,0,0,0,0.138,0.438,1.219,0.983,0.3155,0.344,0.252,0.228,0.2365,0.3235,0.2705,1.0925,0.7935,1.018,1.2585,1.356,1.7215,1.9575,1.393,1.2845,1.11,0.6235,0.4475,0.764,0.583,1.308,0.464,0.749,0.967,1.057,0.8695,0.2885
2024-09-23,0.3895,0.2475,0.423,0.78,2.2755,1.926,2.204,1.7705,1.7685,1.8455,0.8135,0.2945,0,0,0.0205,0.015,0.3535,0.323,0.421,0.7775,0.5675,0.446,0.26,0.2155,0.1665,0.031,0.118,0.1335,0.1905,0.274,0.9035,0.407,0.359,0.278,0.292,0.625,0.206,0.821,0.7015,0.728,0.3835,0.7305,1.0725,0.623,0.398,0.572,0.429,0.4775
2024-09-24,0.522,0.4245,0.5705,1.725,4.1785,4.086,4.343,4.1735,4.3095,4.224,3.348,2.2315,1.037,1.4725,1.396,0.0575,0.431,0.3675,0.1485,0,0.0095,0,0.0115,0.016,0.037,0,0.0075,0.008,0.0075,0.0075,0.0145,0,0,0.0135,0.0165,0.018,0.0505,0.012,0.0135,0.0105,0.0125,0.0215,0.0115,0.017,0.0105,0.0115,0.072,1.304
2024-09-25,0.7895,0.566,0.5905,1.1385,4.336,4.366,4.404,4.4025,4.414,4.462,3.6185,2.432,1.4155,1.0705,0.038,0.0205,0.533,0.435,0.763,0.4465,0.153,0.065,0.263,0.1825,0.211,0.168,0.313,0.202,0.2875,0.259,0.4055,0.3135,0.3795,0.804,1.827,2.112,0.7315,0.5915,0.991,0.7045,0.865,0.659,0.6685,0.7,1.406,0.6615,0.424,0.616
2024-09-26,0.3765,0.485,0.45,0.8995,1.94,2.1535,2.1565,2.354,1.9345,1.929,0.846,0.3545,0.0085,0,0.0205,0.2565,0.714,0.447,0.722,0.4895,0.664,0.427,0.053,0.272,0.17,0.036,0.1865,1.456,1.258,1.211,1.1085,1.116,0.819,0.523,1.095,0.8235,1.283,1.85,3.698,2.604,2.0685,1.248,0.833,0.848,0.7535,1.0055,0.7045,0.5635
2024-09-27,0.496,0.6945,0.58,1.3295,4.286,4.315,4.334,4.3175,4.2265,4.785,3.6715,2.555,1.2925,1.856,1.329,1.8025,2.9555,2.4635,1.4345,2.471,1.9165,1.808,1.915,1.906,1.3595,1.9825,1.2495,1.591,0.829,0.6975,0.0415,0.135,0.2025,1.2275,2.092,0.9895,0.9645,0.719,0.6065,0.939,1.293,1.56,1.237,0.925,0.7435,0.7995,0.7685,1.193
2024-09-28,0.972,0.666,0.6265,1.165,1.9975,2.028,2.047,2.037,2.071,2.055,1.2495,0.3645,0,0,0,0,0.526,0.3385,0.007,0.0055,0.0005,0,0,0,0.0005,0,0,0,0.0005,0.0225,0.0175,0.0005,0.0115,0.0005,0.0255,0.0565,0.0545,0.084,0.533,0.8075,0.7755,0.872,1.587,0.7955,0.825,0.908,0.826,0.6135
2024-09-29,0.5165,0.5975,1.0725,1.188,1.8065,1.9865,1.8565,2.085,2.0245,2.04,1.0445,0.2295,0,0,0,0,0.305,0.446,0.072,0.1295,0.303,0.386,0.2095,0.005,0.028,0.081,0.129,0.0405,0.069,0.0605,0.036,0.0295,0.1455,0.2975,0.355,0.4985,1.9665,1.9175,2.844,1.649,1.9945,1.1175,0.806,0.81,1.402,1.584,1.3155,0.9695
2024-09-30,1.268,1.002,0.566,0.4255,0.431,1.0205,0.6395,0.4915,0.919,0.421,0.494,0.3275,0.464,0.3895,1.1815,2.0105,0.773,0.6555,0.515,0.754,0.5425,0.6435,0.658,0.521,0.7215,0.5325,0.657,0.549,0.4185,0.6875,0.374,0.642,0.6935,0.4895,0.3435,0.411,0.4315,0.5675,0.619,0.404,0.662,0.5235,0.5995,0.5135,1.2945,0.7085,0.5935,0.577
2024-10-01,0.457,0.561,0.9905,0.6725,2.9805,2.8485,2.95,2.8105,2.918,2.7925,2.9495,2.793,2.9365,2.9195,3.354,3.086,1.1945,0.783,1.0105,1.391,2.4715,0.9055,0.705,0.589,0.367,0.599,0.6385,0.524,0.576,0.49,0.606,0.6355,0.6265,1.2415,0.4985,0.4735,0.476,0.746,0.6385,0.6865,0.7095,0.7705,0.769,0.781,0.751,0.714,0.6705,0.819
2024-10-02,0.7735,0.8235,0.58,0.5965,0.576,0.561,0.562,0.533,0.5355,0.5235,0.521,0.537,0.547,0.679,1.072,1.035,0.848,0.704,0.6525,0.618,0.6285,0.6005,0.6125,0.592,0.5175,0.446,0.659,0.626,0.519,0.51,1.035,0.7005,0.6315,0.899,1.5905,1.8545,0.836,2.316,1.987,2.058,0.755,0.6205,0.606,0.6205,0.69,1.3775,0.7945,0.7505
2024-10-03,0.8915,1.0775,0.8915,0.734,0.7245,0.6805,0.6925,0.8065,0.852,0.9025,0.9515,0.8285,0.8185,1.6765,1.697,2.2665,1.9455,1.416,1.06,1.2425,0.8335,0.7635,0.682,0.594,0.876,0.6095,0.5685,0.8825,0.6225,0.885,0.3695,0.6775,1.003,0.558,0.3775,0.525,1.3525,0.9385,0.587,0.7265,0.8345,1.0495,0.984,1.1215,0.8865,0.819,0.7235,0.9695
2024-10-04,0.7105,0.6985,0.7825,0.782,0.743,0.65,0.6365,0.6285,0.561,0.8015,0.635,0.5755,0.562,0.887,0.862,0.8895,0.77,0.67,0.386,0.6125,0.5005,0.724,0.6655,0.611,0.69,0.6705,0.5495,0.7055,0.854,0.6565,0.4455,0.3955,0.3495,0.605,1.9145,1.198,1.3685,0.6215,0.4765,0.7205,0.5355,0.6885,0.4205,0.42,0.4365,0.336,0.585,0.593
2024-10-05,0.5715,0.6215,0.8385,0.594,0.4435,0.5765,0.954,0.4315,0.393,0.4365,0.2525,0.5235,0.363,0.43,0.451,0.5255,0.914,1.1335,0.7175,0.4555,0.579,1.012,0.6425,0.494,0.657,0.982,0.8345,0.493,0.3335,0.4775,0.328,0.4745,0.3155,0.462,1.517,0.9205,0.9465,0.9545,1.7435,1.279,0.794,0.748,1.021,0.724,0.762,0.7035,0.714,0.582
2024-10-06,0.54,0.553,0.5385,0.435,2.778,2.7585,2.732,2.762,2.761,2.7615,2.7925,2.813,2.779,2.8465,2.87,0.795,0.6195,0.7565,0.683,0.6985,0.397,0.462,0.502,0.651,0.4835,0.9135,1.476,1.0515,0.9945,1.7635,2.2235,0.797,0.499,0.637,0.448,0.6285,0.941,1.028,1.1385,0.814,1.1395,1.102,1.0485,0.684,0.602,0.8065,0.824,0.7695
2024-10-07,0.741,0.7305,0.846,0.7315,2.926,2.855,3.209,2.8835,2.8845,2.731,2.9875,3.0035,2.9625,1.082,1.864,0.906,1.7485,0.868,1.266,0.8715,1.2775,2.037,1.715,0.6475,0.655,0.525,0.4245,0.614,0.2765,0.5735,1.3735,0.4845,0.513,0.4445,0.361,0.4835,0.4815,0.863,1.1275,1.694,1.1545,0.804,0.644,0.9325,1.5975,0.5435,0.464,0.6185
2024-10-08,0.54,0.687,0.433,0.5535,2.7375,2.9545,2.8075,2.943,2.886,2.851,2.9205,2.9255,2.77,3.078,2.9545,0.9105,0.781,0.9345,0.883,0.632,0.619,0.657,0.6235,0.8015,0.7905,0.3385,0.859,1.2605,1.202,0.3045,0.437,0.3755,0.3385,0.4875,0.224,0.6265,1.2755,0.458,0.697,0.7055,0.9285,0.724,0.718,0.9845,0.7385,0.858,1.305,3.003
2024-10-09,0.739,0.6225,0.612,0.537,2.916,2.908,2.9535,2.957,1.1965,0.415,0.553,0.5855,0.4265,0.947,1.328,1.075,0.6285,0.8295,1.01,1.0635,0.836,0.778,0.737,0.8695,0.6985,0.67,0.6745,0.8475,0.7805,0.7445,0.694,0.721,0.793,0.783,0.9155,2.5035,1.769,0.8545,0.852,0.9385,1.3005,0.947,0.9865,1.189,1.0075,1.656,1.275,0.987
2024-10-10,1.1425,1.029,0.978,1.2165,1.0245,1.0145,1.4025,1.2025,0.9865,1.687,1.255,1.2075,1.1295,1.3525,1.498,1.214,1.463,1.917,1.5725,1.3615,1.3,1.1385,1.0395,1.07,0.934,0.8155,1.039,1.1025,1.5325,1.2925,0.918,0.8675,0.864,0.847,0.7925,0.8935,1.187,1.084,1.252,1.8565,1.701,1.3435,1.336,1.2745,1.7555,2.43,1.6745,1.3725
2024-10-11,1.4795,1.595,1.6755,1.3635,3.524,3.702,4.076,3.918,3.744,3.8,4.0485,3.817,4.18,4.0265,4.084,3.8435,2.7695,1.3735,1.652,1.6255,1.6665,1.5605,1.3355,1.106,1.12,1.1265,1.262,0.663,0.7055,1.0085,0.6735,0.6635,0.684,0.8685,1.8975,1.558,1.135,2.1505,1.653,1.599,1.664,1.55,1.304,1.377,1.1605,1.648,1.4715,1.4075
2024-10-12,1.162,1.0435,1.481,1.4935,3.5905,3.5145,3.401,3.333,3.2835,3.783,3.579,3.5385,3.5335,3.534,3.867,3.4445,2.1175,1.13,1.351,1.7665,1.1145,1.169,0.9385,0.896,0.8465,0.7335,1.4235,0.824,1.469,1.1505,1.91,1.6855,1.225,1.043,1.0645,1.443,1.3975,1.3915,1.678,2.2575,1.4395,1.766,2.0885,1.638,1.6175,1.5755,1.58,1.741
2024-10-13,1.9845,1.485,1.4995,1.584,1.639,1.8325,1.7535,2.2155,1.415,1.402,1.3895,1.4345,1.422,1.402,1.4115,1.38,1.394,1.4955,1.2535,1.2825,1.0225,0.878,1.503,1.1225,0.9615,1.4645,1.6515,1.073,1.3685,1.0325,0.993,0.9105,0.8875,1.302,1.1815,0.931,0.8,1.0255,1.111,1.0455,0.961,1.245,1.3655,1.444,1.44,1.2735,1.103,1.0845
2024-10-14,1.0875,1.312,1.058,1.404,3.437,3.882,3.2355,3.2965,3.6555,3.374,3.3795,3.4415,3.418,2.312,1.335,1.0815,0.007,0.1915,0.04,0.0415,0.0275,0.019,0.032,0.0605,0.0235,0,0,0.056,0.033,0.0505,0,0.0125,0.0315,0.054,0.051,0.0565,0.022,0.466,1.558,0.848,0.899,1.5155,1.069,1.3775,1.0465,1.28,4.3585,4.382
2024-10-15,3.771,3.732,3.149,4.1975,4.631,4.402,4.43,4.408,4.404,4.3455,1.53,0.3375,0.005,0.0295,0.2225,0.317,0.053,0.0725,0.051,0.0495,0.0455,0.047,0.0365,0.001,0.002,0.0065,0.0085,0.6325,0.6015,0.366,0.3405,0.7655,0.252,0.2295,0.1565,0.405,0.592,0.5035,0.8895,0.8285,1.0715,1.1945,0.847,0.779,0.5545,0.7555,0.5235,0.427
2024-10-16,0.54,0.4505,0.3925,1.1375,4.175,4.393,4.6795,4.357,4.238,4.4225,3.2565,2.123,1.2345,0.846,0.298,0.0495,0.1195,0.049,0.3835,0.619,0.313,0.516,1.7995,0.008,0.007,0,0,0,0,0.0005,0.1255,0.2395,0.4475,0.53,1.0045,1.385,0.833,0.4665,0.6225,0.764,0.5495,0.6655,0.699,1.253,0.57,0.3945,0.6085,0.423
2024-10-17,0.641,0.613,0.4605,1.2645,2.018,2.0455,2.258,2.289,2.1365,2.0935,1.1615,0.3595,0.109,0.057,0.1275,0.0485,0.0485,0.0675,0.0465,0.0535,0.0105,0,0,0.002,0,0.04,0.0165,0.0245,0.042,0.0115,0.0185,0,0.2975,0.181,0.306,0.409,0.445,0.6605,0.951,1.0175,1.4275,1.65,1.7385,1.1285,1.001,1.2035,3.0125,3.177
2024-10-18,3.4145,3.2595,3.3845,3.749,4.408,4.5035,4.9755,2.7555,2.549,2.501,1.419,0.453,0.0115,0.0655,0.253,0.084,0.052,0.0495,0.0505,0.05,0.0515,0.3055,0.3625,0.2005,0.022,0.1185,0.104,0.076,0.0125,0.0465,0,0.0295,0.0305,0.0485,0.377,0.646,0.7175,0.505,0.5245,0.4685,0.4225,0.574,0.4665,0.4095,0.8735,0.7505,0.723,0.6605
2024-10-19,0.614,0.768,0.958,1.8725,2.3575,2.2295,2.233,2.168,2.194,2.2015,1.383,0.4035,0.01,0.011,0.0145,0.0155,0.0135,0.097,0.112,0,0,0,0.001,0.0235,0.0035,0.019,0,0.004,0.0205,0,0,0,0.0095,0.0055,0.036,0.115,0.5985,0.911,1.5445,1.245,1.7745,2.4355,1.623,0.753,0.7945,0.5525,0.835,0.7765
2024-10-20,0.6755,1.1585,1.142,2.1345,4.497,4.515,4.545,4.507,4.467,4.4775,3.33,2.2205,0.0115,0.011,0.0095,0.0225,0.046,0.05,0.0475,0.0115,0,0,0,0.006,0.1145,0.0375,0.023,0.0225,0.0495,0.007,0.0515,0.1315,0.446,1.0305,1.209,0.6285,0.8535,0.6725,0.93,1.1065,1.2725,1.059,1.335,1.1615,1.0915,1.313,1.0575,1.0885
2024-10-21,0.833,0.7875,0.7165,0.827,3.2275,3.488,3.2635,3.486,3.046,3.0715,0.864,0.845,0.8065,0.914,1.135,1.419,1.306,1.3045,1.2485,1.2675,2.083,1.1805,1.2785,0.9855,0.655,0.875,1.0575,0.9975,1.111,0.891,0.9795,0.8445,1.051,0.5715,0.396,0.4765,0.5245,0.7185,0.702,0.83,0.6475,0.8975,1.057,0.924,0.6765,0.833,0.9745,1.037
2024-10-22,0.7545,0.744,0.7195,0.622,2.82,2.848,2.8585,2.8745,2.939,2.936,3.073,3.018,0.9015,1.1765,1.6885,1.1555,1.886,1.1575,1.2245,1.151,0.9395,0.878,0.7545,0.4845,0.7005,0.702,0.682,1.035,0.684,0.164,0.017,0.018,0.019,0.0235,0.017,0.0615,0.549,0.1685,0.006,0.051,1.2225,1.784,1.5285,1.382,1.3575,1.3035,1.004,0.868
2024-10-23,0.8445,0.8715,1.2715,1.6475,2.409,2.437,2.6115,2.556,3.215,2.593,1.645,0.6235,0.0095,0.012,0.0855,0.809,0.132,0.4025,1.13,0.146,0.0035,0,0,0,0,0,0.0005,0.0035,0.03,0.3205,0.222,0.196,0.2695,0.482,1.254,1.6435,1.332,1.6185,1.7805,2.56,1.9985,0.832,0.865,0.671,0.8535,0.737,0.638,0.714
2024-10-24,0.9145,1.118,0.5625,1.599,4.027,4.2795,4.0795,4.273,4.279,4.1225,3.1515,2.0355,0.0065,0.014,0.113,0.1055,0.054,0.055,0.0295,0.013,0.0155,0.0145,0.555,0.4085,0.8525,0.5135,0.346,0.8375,0.4305,0.7315,0.447,0.288,1.0605,1.123,0.7355,1.17,1.5,2.061,1.093,0.775,0.9185,0.7065,0.856,1.0925,0.835,0.648,0.7535,0.465
2024-10-25,0.6365,0.424,0.51,1.1465,1.813,1.971,1.8625,1.8325,2.04,1.819,1.4835,0.2995,0.0435,0.0745,0.235,0.369,0.0595,0.059,0.0465,0.2985,0.829,0.824,1.0225,0.7245,0.713,0.389,0.1765,1.4635,1.259,0.868,0.5195,0.434,0.1985,1.0125,1.9355,1.21,0.732,0.722,1.085,1.0775,1.042,1.0035,1.0365,1.2985,1.21,1.1985,1.0015,1.0165
2024-10-26,1.7025,1.195,1.0285,1.6495,4.701,4.6965,4.7275,4.7135,4.7155,2.984,1.283,0.454,0.0065,0.0075,0.0105,0.0075,0.0065,0.0565,0.131,0.049,0,0.0265,0.0185,0.0065,0.0735,0.0165,0,0.372,0.1515,0.8595,0.0085,0.035,0.242,0.0315,0.4515,0.283,0.486,0.4305,0.498,0.766,0.8745,0.8575,0.782,0.8965,0.952,0.9035,0.927,1.133
2024-10-27,0.8795,0.938,3.757,4.2515,4.7305,4.69,4.686,4.723,3.7215,2.629,2.0195,1.677,0.0145,0.0135,0.0115,0.355,1.225,0.684,0.6735,0.8085,0.677,0.5665,0.465,0.3955,0.744,0.925,1.4925,0.9675,0.469,1.209,0.5815,0.7855,0.5905,0.484,0.6265,0.382,0.5795,0.367,0.5335,0.4365,0.4585,0.555,0.379,0.4985,0.3705,0.8105,0.9,1.0695
2024-10-28,0.657,0.6,0.6775,1.132,4.2025,4.264,4.315,4.1415,4.3795,4.1595,3.9795,2.7595,0.0105,0.006,0.0055,0.007,0.006,0.0085,0.021,0.0055,0.012,0.014,0.006,0,0.001,0.0065,0.0115,0.015,0.0895,0.029,0.063,0.0585,0.044,0.061,0.0055,0.0055,0.005,0.3965,0.7515,0.598,0.723,0.6545,0.703,0.6785,0.5805,0.803,0.585,0.6885
2024-10-29,0.6785,0.5855,0.7475,0.6595,4.4305,4.3685,4.575,4.7205,4.7305,4.5765,4.176,3.1615,0.0085,0.0055,0.0055,0.0115,0.007,0.0135,0.0355,0.0205,0.0105,0.0105,0.007,0,0,0.008,0.0115,0.0235,0.0185,0.5365,1.571,1.299,0.4765,1.044,0.6145,0.3975,0.6355,0.4305,0.628,0.606,1.243,1.0345,0.909,1.0215,1.0435,1.298,0.9955,1.286
2024-10-30,1.0935,1.3185,1.0475,1.173,5.041,5.13,4.3675,2.795,2.285,2.2755,2.594,0.803,0.013,0.013,0.014,0.015,0.015,0.0235,0,0.0105,0.0085,0.008,0.009,0.009,0.461,0.5765,1.944,0.2715,0.6685,1.4025,0.3585,0.312,0.238,0.5125,0.2835,0.4325,0.517,0.273,0.51,0.7665,1.3185,1.814,1.478,1.651,1.815,1.351,2.0165,2.416
2024-10-31,1.1465,1.2445,1.3965,1.6535,5.143,4.513,4.4025,4.5055,4.4435,4.639,4.1485,3.066,0.0075,0.007,0.0075,0.01,0.008,0.0155,0.028,0.7835,0.416,0.0055,0.0215,0.006,0.0125,0.0085,0.138,0.5415,0.692,0.2385,0.202,0.334,0.385,0.527,0.372,0.6,0.4595,0.6045,0.412,0.6485,0.4535,0.654,0.5255,0.611,0.568,0.571,0.5995,0.524
2024-11-01,0.622,0.638,0.629,0.623,1.993,2.029,2.0445,2.032,2.071,2.0875,1.919,1.271,0.005,0.004,0.0045,0.0055,0.008,0.005,0.0055,0.005,0.0105,0.006,0.0105,0.0055,0.1835,0.521,0.542,0.3565,0.4555,0.4145,0.464,0.5955,0.7125,0.7575,1.445,2.7155,0.715,0.691,0.5605,0.687,0.5665,0.675,0.5615,1.019,0.534,0.719,0.5865,0.6775
2024-11-02,0.5875,0.674,0.618,0.6305,2.022,2.0245,2.1035,1.989,2.1435,2.016,1.299,0.5595,0.004,0.0065,0.004,0.0055,0.0065,0.0055,0.0045,0.006,0.005,0.007,0.0185,0.0025,0.0135,0.0105,0.028,0.533,0.451,0.4855,0.358,0.561,0.454,0.604,0.7575,0.6765,0.8255,1.0455,1.014,1.4045,0.914,1.0015,0.8345,1.183,1.4655,0.819,0.647,0.796
2024-11-03,0.593,0.8425,0.7675,0.7945,4.356,4.233,4.376,4.258,4.3975,4.268,4.119,1.7155,0.007,0.0045,0.007,0.005,0.0485,0.05,0.335,0.6975,1.6555,2.25,0.686,0.596,0.606,0.893,1.351,1.16,1.2965,0.733,0.7445,0.6445,0.841,0.7315,0.8265,3.142,2.8735,1.6165,1.7315,2.013,1.655,2.032,2.0495,1.949,1.421,1.261,1.1335,1.5305
2024-11-04,1.4425,0.941,0.6315,1.1585,4.5045,4.453,4.4575,4.421,4.5815,4.381,4.0255,2.9395,0.013,0.0145,0.1495,0.2585,0.261,0.055,0.055,0.0525,0.0565,0.4985,0.964,0.244,0.0635,0.3695,0.672,0.471,0.826,0.274,0.531,0.584,0.796,1.1705,0.69,0.6505,0.663,0.7755,0.67,0.9075,1.8045,1.0735,0.9055,1.005,0.93,0.9495,0.9205,0.966
2024-11-05,1.0355,1.1165,0.8675,0.6855,4.5075,4.422,4.4495,4.461,4.466,4.4825,4.2175,3.007,0.011,0.016,0.313,0.151,0.062,0.129,0.048,0.05,0.8505,1.5815,1.446,1.19,0.4225,0.1115,0.59,1.828,0.842,0.614,0.466,0.539,0.5865,0.5715,0.534,0.4185,1.7835,1.484,1.552,0.977,0.9905,0.899,0.7915,0.7575,0.765,0.5435,0.7655,0.805
2024-11-06,0.8585,0.7205,0.524,0.737,4.4075,4.3135,4.379,4.4405,4.3305,4.5325,2.9395,0.5195,0.0115,0.0185,0.1015,0.0975,0.065,0.05,0.036,0.0685,0.0345,0.034,0.0605,0.0675,0.0345,0.038,0.167,0.168,1.06,0.032,0.237,0.212,1.661,2.393,1.4975,1.4755,0.972,0.583,0.76,0.5765,1.374,1.624,1.428,1.1155,0.7745,1.585,1.3655,1.351
2024-11-07,0.618,0.485,0.3435,0.809,4.7585,4.313,4.1325,4.085,4.183,4.014,3.966,1.45,0.011,0.0155,0.061,0.223,0.184,0.0975,0.609,1.372,2.121,1.4405,1.236,0.9155,0.847,0.3665,0.0685,0.7425,1.0355,0.385,0.666,0.4405,0.7075,0.5235,0.932,2.164,1.0285,1.0525,0.7515,0.9805,0.7275,0.9755,0.7005,1.2515,1.2735,0.985,0.6785,0.691
2024-11-08,0.461,0.708,1.1305,0.639,1.9665,1.8925,1.9225,1.978,2.0915,1.915,1.5755,0.4445,0.0105,0.0635,0.0735,0.1485,0.0575,0.0535,0.053,0.052,0.0525,0.052,0.24,1.056,0.364,0.42,0.4755,0.8355,0.924,1.0555,1.1445,1.4365,1.571,1.811,1.85,0.7915,0.833,0.703,0.805,0.719,0.7515,0.7565,0.711,0.6805,0.62,0.5985,0.6375,0.596
2024-11-09,0.684,0.8885,0.8325,1.154,4.304,4.1535,4.3235,4.189,4.299,4.3855,4.566,1.796,0.01,0.012,0.011,0.0105,0.036,0.2285,0.055,0.0865,0.0705,0.178,0.8015,0.6025,0.384,0.857,0.3565,0.3345,0.291,0.359,0.484,0.4865,0.5065,0.5925,0.798,0.628,0.7015,0.7585,0.8815,0.805,1.172,0.996,1.2045,1.146,0.6465,0.841,0.7715,0.6015
2024-11-10,0.687,0.4945,0.643,1.1155,4.107,4.274,4.117,4.2605,4.1635,4.341,3.5045,1.7095,0.0125,0.0105,0.0125,0.0105,0.0135,0.014,0.1135,0.073,0.0525,0.0365,0.0345,0.003,0.0005,0.096,0.0495,0.05,0.0115,0.012,0.0115,0.084,0.5905,0.6855,1.5025,0.991,0.922,1.1335,1.105,1.117,1.711,1.5785,1.7425,1.6395,1.175,1.179,1.131,1.1225
2024-11-11,0.966,1.3455,1.3225,0.9475,4.667,4.7935,4.944,4.673,4.708,4.699,4.3915,3.24,0.0155,0.0135,0.073,0.0525,0.057,0.0585,0.056,0.056,0.403,0.3755,0.1795,0.0725,0.1345,0.182,0.3925,0.7565,1.559,0.7825,0.7065,0.735,1.025,1.015,1.09,1.1425,1.3595,1.1065,1.0725,1.5715,1.73,1.649,1.67,1.554,1.484,1.6215,1.528,1.5115
2024-11-12,1.279,1.2365,1.1795,1.699,5.1565,6.076,6.2805,5.3305,5.0805,3.504,2.461,1.226,0.0145,0.049,0.1155,0.0565,0.1425,0.7905,1.2585,1.0365,0.6025,0.313,0.226,0.1455,0.129,0.169,0.6075,2.305,1.509,2.0655,1.655,0.777,1.0605,0.9535,0.7915,0.9335,0.92,1.1,1.236,1.4635,1.4505,1.4815,1.4865,1.3215,1.452,1.743,2.0905,1.808
2024-11-13,1.6955,1.549,1.388,1.706,5.379,5.1275,5.3685,5.185,4.842,4.8355,4.2775,2.142,0.006,0.009,0.166,0.059,0.1595,0.0105,0.1635,0,0.172,1.22,1.333,1.0845,0.0515,0.0545,0.9605,0.8825,0.658,1.1065,0.8275,0.851,0.872,1.2935,1.2975,1.0885,0.795,0.8715,1.104,0.9655,0.9455,1.093,1.265,1.0175,0.9125,1.0075,0.8475,1.41
2024-11-14,1.118,0.7145,0.6915,0.666,2.3565,2.1195,2.645,2.0915,2.061,2.0705,1.7245,0.6195,0.0085,0.0175,0.089,0.0555,0.0485,0.083,0.0455,0.051,0.0525,0.1035,0.6035,0.4565,0.6955,0.439,0.8365,1.4775,1.801,1.1405,0.8645,0.6985,0.5475,1.2065,0.9345,1.2785,0.8095,1.5445,1.5485,0.965,0.6685,0.525,0.7205,1.1385,0.674,0.7845,1.944,0.56
