#MPRN: 10005282085
Date,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
2025-03-13,2.324,1.5555,1.5805,2.1595,4.386,3.4685,4.269,3.3755,3.1885,1.695,2.58,1.172,0.0605,0.2265,1.1375,0.36,0.917,1.204,0.441,0.069,0.068,0.058,0.0495,0.0545,0.021,0.013,0.0135,0.015,0.019,0.0315,0.0125,0.0435,0.055,0.08,0.3995,0.384,1.034,1.526,1.349,1.531,1.129,1.52,1.553,1.444,0.9525,0.885,1.1955,1.0345
2025-03-14,1.148,1.4335,1.045,1.669,2.7605,2.6795,2.6665,2.7055,2.7465,1.1425,0.9455,0.594,0.009,0.427,0.394,0.298,0.0725,0.054,0.032,0.4685,0.353,0.215,0.0535,0.057,0.055,0.05,0.112,0.049,0.054,0.0455,0.0545,0.016,0.0175,0.012,0.065,0.012,0.3235,0.984,1.486,1.311,1.7555,1.916,1.862,1.7105,1.7865,1.9205,1.915,1.6695
2025-03-15,1.554,1.529,1.8355,2.2305,6.7605,6.962,7.027,6.866,7.11,5.693,5.302,4.374,0.6815,0.188,0.168,0.063,0.047,0.4275,2.14,1.8055,1.6875,1.5615,1.84,1.993,0.1925,0.0485,0.0745,0.0485,0.06,0.069,0.076,0.073,0.0665,0.068,0.0325,0.0095,0.0095,0.0085,0.007,0.012,0.009,0.008,0.2895,0.659,1.1395,0.716,0.6755,0.6985
2025-03-16,0.6865,0.6545,0.6645,1.2935,6.046,6.682,6.5625,6.191,6.331,2.476,0.6655,0.4095,0.0085,0.0085,0.0075,0.007,0.009,0.0275,0.032,0.0365,0.0115,0.011,0,0,0,0,0.0005,0.001,0,0.006,0.0015,0.006,0,0,0.012,0.008,0.01,0.024,0.0205,0.0075,0.0085,0.0075,0.0085,0.0075,0.009,0.0085,0.01,0.004
2025-03-17,0.576,0.4445,0.619,1.0845,2.296,2.2985,2.1765,2.3185,2.4295,0.925,0.5945,0.2405,0.008,0.009,0.0085,0.01,0.0095,0.0105,0.0105,0.009,0.009,0.0105,0.0085,0.0115,0.0085,0.0095,0.008,0.0105,0.007,0.0105,0.0145,0.0105,0.008,0.0105,0.0085,0.0095,0.0085,0.011,0.189,0.0625,0.1675,0.9605,1.244,1.24,1.3715,1.753,1.246,1.024
2025-03-18,1.0715,1.147,1.7035,3.861,3.37,2.718,2.626,2.6115,2.6275,1.0815,0.881,0.5575,0.0145,0.0495,0.346,0.2015,0.0625,0.1695,0.833,0.6945,0.1795,0.093,0.0835,0.071,0.0215,0.0265,0.0185,0.0405,0.08,0.079,0,0,0.0045,0.0215,0.019,0.2545,0.285,0.018,0.1265,1.134,2.78,2.237,2.089,1.8735,1.577,1.968,2.478,2.893
2025-03-19,2.0195,2.6495,1.615,2.318,7.1085,7.1045,7.144,7.001,6.3105,5.126,5.13,4.1225,0.011,0.029,0.9135,0.538,0.683,0.057,0.0435,0.001,0,0.0145,0.024,0.0925,0.097,0.0575,0.018,0,0,0,0,0,0,0.047,0.052,0.0485,0.12,0.039,0.3365,0.0085,0.0315,0.021,0.0135,0.3365,0.784,0.746,0.7555,0.7455
2025-03-20,0.9855,0.826,0.8415,1.866,6.2075,6.684,6.034,6.1005,6.104,4.662,4.324,3.686,0.011,0.007,0.2675,0.1915,0.1645,0.0575,0.05,0.045,0.0035,0.002,0,0.0105,0.0015,0,0.0155,0.018,0.01,0,0.0065,0,0,0.0245,0.168,0.6815,0.0495,0.0505,0.0445,0.05,0.0405,0.0095,0.009,0.0105,0.0145,0.7565,0.7005,0.641
2025-03-21,0.613,1.0085,0.764,1.2805,2.493,2.5625,2.9125,2.392,2.289,0.823,0.594,0.3535,0.008,0.0105,0.0595,0.108,0.059,0.0705,0.0395,0.032,0.034,0,0,0,0,0,0.0075,0.004,0.0425,0.0225,0.041,0.048,0.051,0.048,0.029,0.3065,0.0235,0.007,0.0075,0.077,0.009,0.008,0.078,0.502,0.548,0.425,0.6505,0.4295
2025-03-22,0.6265,0.3495,0.579,1.758,5.7775,5.7495,5.78,5.8445,5.7515,0.69,0.3705,0.342,0.0095,0.0085,0.01,0.0145,0.032,0.0815,0.0585,0.004,0.0045,0.0005,0,0,0.0095,0.033,0.055,0.0535,0.0505,0.0565,0.0265,0.016,0.008,0.0085,0.0425,0.0505,0.047,0.048,0.0495,0.0465,0.0515,0.065,0.835,1.0205,1.504,0.8995,1.092,0.9995
2025-03-23,1.2435,1.3795,0.9315,1.459,2.457,2.51,2.4535,2.5345,2.5745,1.007,0.7935,0.4555,0.011,0.01,0.01,0.0095,0.0085,0.01,0.2185,0.0695,0.1065,0.4875,0.9415,0.2525,0.132,1.148,1.3535,0.4975,0.4435,0.4015,0.6255,0.5305,0.5035,0.5955,0.6595,0.723,0.7685,0.76,0.7245,1.337,0.8495,0.9435,0.9265,0.826,0.8675,0.7375,0.97,0.9495
2025-03-24,0.8605,0.783,1.394,1.6985,6.257,6.415,6.6015,6.441,6.5115,5.0435,4.695,0.613,0.008,0.057,0.0585,0.1355,0.0555,0.054,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405,0.053,0.054,0.0735,0.0665,0.0455,0.045,0.0885,0.3205,1.3415,1.8135,1.146,0.7585,0.5715,0.822
2025-03-25,0.459,0.5505,0.393,1.1975,2.092,2.2235,2.1515,2.2445,2.09,0.6665,0.738,0.3425,0.0085,0.0115,0.084,0.0815,0.057,0.081,0.0485,0.02,0.025,0.0285,0.0345,0.024,0.0005,0.0185,0.0025,0.0075,0.0005,0.0255,0.411,0.3025,0.064,0.023,0.0105,0.0155,0.0675,0.4575,0.054,0.052,0.0495,0.3525,1.258,1.038,0.9095,1.207,1.09,0.953
2025-03-26,1.203,1.68,1.3645,1.6165,2.876,3.1325,2.813,3.555,2.722,1.121,1.3115,0.691,0.0105,0.0475,0.2105,0.017,0,0,0.059,0.0525,0.0095,0.0065,0,0.0225,0.0225,0.016,0.1535,0.0005,0.0125,0.0075,0.012,0.01,0,0.009,0.0645,0.054,0.0545,0.6925,0.0395,0.2835,0.432,0.224,0.5055,0.5875,0.555,0.843,0.5365,0.61
2025-03-27,0.5375,0.517,0.387,1.2145,2.123,2.42,2.3825,2.5465,2.289,0.6125,0.261,0.316,0.0075,0.012,0.033,0.0035,0.003,0,0.036,0.0315,0.0175,0.0585,0,0.013,0.0135,0,0.0085,0,0.014,0,0.001,0,0,0.034,0.054,0.069,0.8895,0.582,0.011,0.083,0.0485,0.052,0.5885,0.707,0.7295,0.865,1.0725,1.025
2025-03-28,1.0985,1.306,1.2805,1.587,5.9565,6.483,6.0535,6.7355,6.0855,4.532,4.3245,4.306,0.0165,0.0135,0.051,0.3735,0.2365,0,0.013,0.043,0.0735,0.044,0.0695,0.0005,0,0,0.018,0.0205,0.0165,0.0465,0.015,0.0015,0.0265,0.035,0.197,0.0795,0.5895,0.0515,0.0525,0.058,0.2285,1.2205,1.003,0.8725,1.101,1.137,1.407,1.6625
2025-03-29,1.9595,1.546,2.2285,0.9945,6.0695,6.0745,6.0955,6.133,6.162,5.297,4.4105,3.6195,0.0065,0,0,0,0.0745,0.6145,0.2585,0.0855,0.0535,0.0525,0.0485,0.055,0.049,0.0475,0.007,0.011,0.0095,0.0115,0.025,0.041,0.043,0.012,0.0155,0.009,0.0125,0.0095,0.0105,0.015,0.058,0.054,0.0595,0.0555,0.0485,0.0335,0.342,0.692
2025-03-30,0.6495,1.284,,,0.611,0.597,2.277,2.279,2.3195,2.3225,2.354,1.333,0.577,0.594,0.0075,0,0,0,0,0.0035,0.0975,0.6415,0.0115,0.008,0,0.007,0,0,0.657,0.77,0,0,0,0,0.0005,0,0.021,0.036,0.009,0.219,0.0095,0.0495,0.053,0.0505,0.0525,0.012,0.0115,0.198
2025-03-31,0.3635,0.5475,0.56,0.515,4.1025,4.1785,5.8125,5.8765,4.466,2.357,2.2025,0.9995,0.007,0,0.001,0.008,0.058,0.596,0.1955,0.051,0.05,0.0555,0.054,0.061,0.0555,0.037,0.0235,0.032,0.0025,0,0.0005,0,0,0,0,0,0,0.016,0.007,0.008,0.0105,0.1995,0.015,0.058,0.0525,0.0535,0.0535,0.1485
2025-04-01,0.8205,0.8505,1.0495,1.073,2.6925,2.7775,2.684,2.6995,2.599,1.614,0.7425,1.0135,0.0085,0,0.186,0.094,0.1585,0.3255,0.0275,0.036,0.0075,0,0,0.0235,0.0295,0.0125,0.0075,0.088,0.019,0.039,0,0,0,0,0.0155,0.011,0.0465,0.102,0.75,0.0215,0.012,0.031,0.0505,0.0535,0.133,0.0515,0.78,0.796
2025-04-02,0.515,0.6405,0.6005,0.6375,5.8365,5.91,5.9805,7.6025,7.2305,5.2235,4.2345,4.4275,0.01,0,0,0.321,0.0575,0.126,0.027,0.041,0.0035,0,0,0.0405,0.028,0.011,0.014,0.0245,0,0.0165,0.017,0.025,0,0.006,0,0,0.0075,0.2825,0.17,0.051,0.2635,0.8165,1.1765,0.883,0.8905,0.7355,0.578,0.554
2025-04-03,0.93,0.891,1.0585,0.483,2.285,2.2055,2.343,2.2525,2.367,1.3005,0.695,0.687,0.007,0.08,0.0865,0.294,0.1,0.284,0.1245,0.106,0.052,0.013,0.022,0.011,0.0095,0.043,0.14,0.0595,0.0545,0.054,0.08,0.016,0.014,0.0385,0.037,0.0305,0.102,0.0385,0.166,0.0405,0.011,0.1025,0.291,0.2635,0.149,0.6185,1.01,0.3395
2025-04-04,0.5295,0.2265,1.396,0.2375,5.868,6.076,5.92,5.6195,5.945,2.836,0.5595,0.318,0.0085,0,0.3725,0.632,0.204,0.7755,0.4805,0.2625,0.055,0.054,0.0525,0.043,0.029,0.054,0.052,0.0545,0.0545,0.041,0.0445,0.041,0,0,0.009,0,0.0195,0.012,0.008,0.009,0.0095,0.0095,0.013,0.023,0.009,0.0105,0.0075,0.0095
2025-04-05,0,0.789,0.637,0.6155,2.2985,2.3025,2.333,2.3525,2.4565,1.1045,0.7095,0.9895,0.006,0,0,0,0.181,0.245,0.046,0.058,0.0515,0.059,0.065,0.068,0.0575,0.0385,0.029,0,0.0155,0.046,0.0275,0.0085,0,0,0,0.005,0.0375,0.312,0.0565,0.0525,0.0485,0.0505,0.0515,0.049,0.0495,0.035,0.0105,0.878
2025-04-06,0.9975,1.006,1.073,0.924,3.1695,2.872,3.459,2.7565,3.2545,2.03,1.537,1.357,0.0365,0.011,0,0.1275,0.34,0.8845,0.0375,0.0045,0.0025,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0.029,0.1235,0.01,0.0255,0.0985,0.0535,0.053,0.0455,0.345,1.081,1.1325,1.0395
2025-04-07,1.2725,1.309,1.025,1.6375,6.614,6.3165,6.2,6.1835,6.3645,5.885,4.819,4.722,0.0275,0.024,0.0465,1.555,0.605,0.1995,0,0,0.002,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0.019,0.078,0.0755,0.1125,0.049,0.0515,0.2035,0.1495,0.251,0.2455,1.51,0.828,0.7355,0.741
2025-04-08,0.865,0.9995,0.7415,0.7725,2.8775,3.561,3.163,3.3635,3.1485,2.058,1.2325,1.5395,0.0165,0,0.339,0.059,0.4895,0.087,0.007,0,0.015,0.0155,0,0,0,0.0195,0.016,0.021,0.02,0.028,0.0215,0.0085,0,0.001,0.001,0.0015,0.0135,0.0185,0.0555,0.01,0.0075,0.0115,0.008,0.0115,0.035,0.0125,0.1175,1.0845
2025-04-09,0.9925,0.971,0.9015,0.898,6.237,6.8965,6.6245,6.447,6.489,5.492,2.972,1.135,0.068,0.6485,0.469,1.0485,0.3635,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.021,1.2615,1.88,0.3505,0.0095,0.0435,0.0085,0.287,0.577,0.806,0.634,0.83
2025-04-10,0.746,0.7925,0.6615,0.6845,2.3765,2.3985,2.348,2.3565,2.4105,1.66,0.671,0.8695,0.0175,0.0015,0.2475,0.442,0.1295,0.016,0,0,0.0275,0.023,0,0.0015,0,0.0295,0.037,0.0145,0.216,0.379,0.055,0.0105,0.0065,0.015,0,0,0.0635,0.013,0.0075,0.008,0.01,0.0105,0.0105,0.0795,0.0075,0.0075,0.009,0.0085
2025-04-11,0.0705,0.5075,0.5915,0.4485,5.7855,5.7495,5.926,5.9465,5.942,2.204,0.5145,0.8395,0.0085,0.0195,0.012,0.6385,0.1085,0.073,0.0105,0,0,0,0,0,0,0,0.017,0.008,0.011,0.009,0.0105,0.011,0.022,0,0,0.09,0.082,0.0145,0.008,0.007,0.008,0.008,0.01,0.01,0.009,0.0075,0.0075,0.01
2025-04-12,0,0.449,0.5875,0.5875,5.8055,6.1235,5.9615,5.9,5.3855,1.226,0.5995,0.5955,0.0065,0,0,0,0,0.168,0.0035,0,0.0085,0.041,0.0575,0.066,0.056,0.0485,0.0095,0.0095,0.012,0.0095,0.0115,0.007,0.008,0.01,0.0185,0.079,0.2515,1.221,2.53,1.646,0.9805,1.103,0.74,0.8945,1.8615,2.453,1.7805,1.3345
2025-04-13,0.98,0.725,0.613,0.6145,6.094,6.192,6.268,6.3535,6.3055,5.325,4.4875,4.631,0.012,0,0,0,0.148,0.143,0.001,0.004,0,0.0185,0,0.002,0.027,0.044,0.0055,0,0,0,0,0,0,0,0,0.051,0.0555,1.0295,1.0355,1.4265,0.472,2.6215,1.984,1.5065,1.325,0.9375,0.846,1.3955
2025-04-14,1.2105,1.038,0.7925,0.78,5.9855,6.6785,6.9375,6.572,6.43,5.397,4.439,4.465,0.1185,0,0,0.2375,1.909,1.216,0.6875,0.9815,0.5415,0.2795,0.05,0.0495,0.057,0.0815,0.0435,0.011,0.0125,0.014,0.02,0.014,0.0235,0.007,0.019,0.0125,0.0105,0.007,0.0085,0.0725,0.136,0.0635,0.637,1.3725,1.76,1.591,1.5595,1.6685
2025-04-15,2.4945,1.746,1.3195,1.0095,6.2315,6.458,6.142,6.734,6.1645,5.5165,4.715,4.1775,0.009,0.0295,1.15,1.2635,1.38,0.7315,0.008,0.017,0.0005,0.111,0.052,0.0525,0.0345,0.0135,0.0105,0.0375,0.055,0.05,0.057,0.051,0.051,0.0475,0.0505,0.0345,0.0065,0.0065,0.0085,0.0145,0.023,0.009,0.008,0.3045,1.164,1.4985,1.333,1.158
2025-04-16,0.9445,0.9055,0.886,1.4275,6.748,6.7835,6.858,6.428,6.6485,5.7245,5.823,5.399,0.0515,0.029,0,0.277,0.6665,1.41,1.7135,0.9695,1.1395,0.9375,0.49,0.781,0.4745,0.9885,0.5835,0.8505,1.318,0.492,0.097,0.2875,0.499,0.369,1.044,0.754,0.966,0.8385,0.675,1.1475,1.6185,1.234,1.235,1.1715,1.135,1.2025,1.5465,1.152
2025-04-17,1.814,2.195,1.5535,1.263,6.648,6.714,3.8315,4.43,3.5465,2.9505,1.5695,1.1655,0.154,1.442,0.3135,0.6815,0.253,0.207,0,0,0,0.0315,0.036,0.0355,0.013,0.0085,0.017,0.0215,0.0055,0,0.0095,0.02,0.3625,0.0565,0.0635,0.1485,0.126,0.1195,0.1015,0.0605,0.021,0.1435,1.464,2.249,1.9135,1.5695,2.527,5.29
2025-04-18,5.167,4.7055,4.838,4.519,6.148,6.2625,6.4925,6.2735,6.285,5.0545,4.34,4.3765,0.013,0,0.0295,0.9335,1.221,4.1515,4.4505,4.8555,5.407,4.2095,1.6575,0.948,1.0305,0.3845,0.651,1.026,0.842,1.0635,0.4235,0.404,0.251,0.2735,0.4115,0.542,0.54,0.685,0.461,0.4115,0.3465,0.5,0.296,0.53,0.3365,0.4175,0.452,0.313
2025-04-19,0.554,0.3135,0.4525,0.4255,2.034,2.213,2.027,2.3185,2.535,1.3415,0.3485,0.4185,0.007,0,0,0,0.0105,0.2975,0.168,0.318,0.151,0.3525,0.322,0.317,0.2595,0.688,0.1585,0.1995,0.361,1.2645,0.116,0.186,0.0105,0.009,0.0085,0.01,0.009,0.0075,0.009,0.0085,0.0095,0.108,0.4415,0.225,0.392,0.3185,0.347,0.549
2025-04-20,0.3215,0.6995,0.7,0.4785,2.049,2.082,2.171,2.0445,2.284,1.067,0.478,0.415,0.006,0,0,0,0,0.0055,0.1465,0.683,0.042,0.006,0.009,0.008,0.01,0.0665,0.098,0.0715,0.0745,0.0655,0.056,0.053,0.056,0.102,0.255,0.33,0.055,0.395,0.34,1.5075,1.0605,0.7295,1.5175,1.939,1.548,0.6745,0.4415,0.554
2025-04-21,0.3755,0.542,0.403,0.532,2.2375,2.0775,2.2885,2.3245,2.411,1.488,0.5935,0.605,0.0075,0,0.039,0.1005,0.0685,0.0485,0.0505,0.017,0.002,0.2445,0.0115,0.019,0.022,0.036,0.055,0.0265,0.029,0.024,0.004,0.0005,0,0,0.0125,0.0585,0.1245,0.061,0.052,0.0265,0.01,0.01,0.2255,0.053,0.0325,0.012,1.0905,0.7705
2025-04-22,0.6355,0.6405,0.765,0.713,6.2235,5.965,6.757,6.0745,6.0395,4.9965,2.933,0.8495,0.008,0,0,0.5735,0.4965,0.153,0.0005,0.001,0.4945,0.139,0.0495,0.057,0.0735,0.0315,0.0405,0.005,0,0,0,0,0,0.011,0.0105,0.0155,0.0095,0.01,0.0705,0.051,0.049,0.052,0.052,0.0265,0.009,0.008,0.016,0.448
2025-04-23,0.6115,1.2465,0.662,0.64,2.2935,2.3115,2.341,2.349,2.379,1.6045,0.606,0.6205,0.0065,0,0,0,0.062,0.284,0.2425,0.79,0.2205,0.281,0.176,0.1095,0.1915,0.097,0.0105,0.0095,0.009,0.0075,0.011,0.0095,0.011,0.009,0.0065,0.011,0.0075,0.01,0.0075,0.0105,0.015,0.227,0.2875,0.837,0.8165,1.2045,0.9645,0.9305
2025-04-24,0.9135,0.9845,1.0295,1.034,2.7505,2.6075,2.407,2.5235,2.5575,1.5665,0.7175,0.6845,0.0065,0,0,0.0105,0.1015,0.149,0.0105,0.023,0.0475,0.026,0.0255,0.059,0.067,0.0175,0.0185,0.02,0.018,0.018,0.014,0,0,0,0,0,0,0,0.0075,0.196,0.529,1.054,0.0085,0.0095,0.0115,0.013,0.2615,0.659
2025-04-25,0.597,0.4665,0.4255,0.389,3.3955,5.7805,5.917,5.7925,6.015,4.9955,1.221,0.4545,0.006,0,0,0,0,0.6685,0.2955,0.3185,0.559,0.291,0.1805,0.2355,0.2275,0.383,0.052,0.06,0.052,0.058,0.056,0.053,0.053,0.0465,0.0505,0.0645,0.1345,0.011,0.381,0.1535,0.039,0.0745,0.976,0.606,0.706,0.42,0.972,1.241
2025-04-26,0.687,0.456,0.498,0.4365,2.1315,2.089,2.185,2.1375,2.2035,1.2535,0.4405,0.4035,0.008,0,0.056,0.066,0.0035,0.0165,0.0045,0.123,0.021,0.053,0.139,0.0265,0.0095,0.019,0.0205,0.032,0.0605,0.0225,0.0225,0.014,0.0055,0.005,0.007,0.007,0.009,0.1305,0.095,0.3015,0.0535,0.049,0.0175,0.012,0.2065,0.0095,0.014,0.02
2025-04-27,0.1685,0.311,0.419,0.271,2.0885,2.0305,2.411,2.3645,2.225,1.1245,0.47,0.353,0.0065,0,0,0,0,0,0.0835,0.0565,0.0375,0.299,0.0665,0.0565,0.05,0.0475,0.056,0.046,0.0065,0,0,0,0,0,0,0,0.008,0.015,0.137,0.056,0.053,0.0505,0.164,0.1455,0.5795,0.0765,0.021,0.2025
2025-04-28,1.801,0.247,0.4245,0.2315,2.137,1.962,2.1665,2.0025,2.2295,1.0705,0.349,0.364,0.0055,0.015,0.0125,0.0355,0.2685,0.0755,0.1,0.014,0.0185,0,0,0.01,0.03,0.048,0.0355,0.0315,0.025,0.0105,0.025,0.1,0.032,0.0195,0.007,0,0,0.042,0.013,0.007,0.011,0.008,0.019,0.0475,0.031,0.152,0.1295,0.007
2025-04-29,0.417,0.4825,0.5235,0.5875,5.81,5.9155,5.963,5.9635,5.9625,4.7645,4.212,4.1975,0.011,0.004,0.0145,0.017,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0.0505,0,0.0125,0,0,0,0.045,0.079,0.012,0.011,0.009,0.0085,0.011,0.009,0.008,0.0545,0.188,0.0135
2025-04-30,0,0.4965,0.3045,0.552,5.6255,5.7935,5.692,6.3255,5.889,4.693,4.141,3.9385,0.0115,0.029,0.0245,0,0,0,0,0,0.0155,0.0005,0,0,0,0,0,0,0,0.012,0,0,0,0,0.0945,0,0,0,0.016,0.008,0.0225,0.0505,0.0525,0.054,0.05,0.0475,0.176,0.046
2025-05-01,0,0.2975,0.4935,0.329,2.0175,1.995,2.002,2.186,2.048,0.9365,0.259,0.2555,0.0075,0,0.0115,0,0,0,0,0,0,0,0,0.023,0.007,0,0,0.015,0.015,0.008,0.0255,0,0.001,0,0.052,0.145,0.0555,0.165,0.0545,0.053,0.052,0.0495,0.052,0.05,0.045,0.0255,0.009,0.0105
2025-05-02,0.146,0.425,0.33,0.565,2.1245,2.3025,4.2935,3.4665,2.4055,1.198,0.7375,0.6915,0.008,0.024,0.02,0.0075,0.0305,0,0,0,0,0.034,0.014,0.0115,0.004,0.005,0.0135,0,0.028,0.0295,0.0365,0.022,0.034,0.008,0,0,0.0875,0.199,0.2895,0.05,0.0485,0.0545,0.0255,0.1435,0.011,0.008,0.0075,0.0085
2025-05-03,0.44,0.4725,0.5035,0.5775,5.607,6.473,6.0185,6.6145,6.1145,5.0995,4.1735,4.172,0.0105,0,0,0,0.0115,0.0625,0.0335,0,0,0.0605,0.06,0.059,0.055,0.0825,0.08,0.0595,0.0675,0.0605,0.037,0.023,0.0165,0.007,0.003,0.0025,0.024,0.035,0.0495,0.0475,0.0555,0.051,0.046,0.1025,0.01,0.0075,0.0105,0.008
2025-05-04,0,0.357,0.553,0.5755,5.999,6.1515,6.109,6.1975,6.207,4.908,4.44,4.4445,0.011,0,0,0,0,0.162,0.413,0.018,0.0015,0.0675,0.0545,0.052,0.0565,0.0515,0.05,0.053,0.048,0.0805,0.036,0.0025,0.013,0.011,0.0105,0.017,0.007,0.0385,0.018,0.0395,0.054,0.054,0.053,0.0335,0.03,0.009,0.008,0.0095
2025-05-05,0.487,0.8505,0.6905,0.6395,5.852,6.5175,6.313,6.55,6.4995,5.2675,4.2475,4.304,0.008,0,0,0.0555,0.051,0,0.242,0.0675,0,0.032,0.0335,0.0705,0.0895,0.0525,0.042,0.0195,0,0.0175,0,0,0.0175,0.009,0,0,0.0115,0.0245,0.2355,0.3865,0.048,0.1805,0.0455,0.2775,0.7305,1.666,1.6125,1.4635
2025-05-06,1.254,1.0155,0.9455,0.7715,5.8275,3.492,2.865,2.728,2.7285,2.055,1.371,1.3335,0.0095,0.295,0.2405,0.2285,0.3435,0,0,0,0,0,0,0,0,0,0.019,0.0815,0.039,0.0645,0.0285,0.041,0.0425,0.029,0,0.061,0.065,0.012,0.0155,0.01,0.0135,0.056,0.009,0.008,0.01,0.009,0.011,0.029
2025-05-07,0,0.65,0.688,0.695,6.1205,6.7285,6.572,6.92,6.32,5.0155,4.48,2.695,0.0085,0,0.1165,0.0695,0,0,0.028,0.065,0.03,0.0135,0,0,0.0185,0,0,0,0,0,0,0,0,0,0.0025,0.136,0.0685,0.0075,0.015,0.0465,0.055,0.048,0.0535,0.0575,0.188,0.051,0.0085,0.0105
2025-05-08,0.065,0.3975,0.394,0.557,2.11,2.314,2.701,2.4075,2.444,1.2875,0.6255,0.6205,0.006,0,0.0515,0.0355,0.0695,0.0655,0.0025,0.0275,0.018,0.0225,0.0585,0.045,0.046,0.0425,0.0085,0.0105,0.007,0,0,0,0.023,0.014,0,0.0125,0.163,0.1665,0.0565,0.053,0.0215,0.012,0.079,0.0345,0.0515,0.05,0.0145,0.008
2025-05-09,1.099,0.816,0.598,0.7395,3.0885,2.41,2.7735,2.4755,2.4705,2.0185,1.168,0.777,0.0085,0.087,0.001,0.5535,0.0005,0.0005,0,0,0,0,0,0,0,0,0,0.0005,0,0,0.3915,0.171,0,0,0.1265,0,0,0,0.001,0.0125,0.0095,0.007,0.0085,0.0075,0.0095,0.008,0.025,0.009
2025-05-10,0,0.0495,0.2435,0.5125,2.234,2.266,2.597,2.4565,2.4455,1.3015,0.8575,0.787,0.0065,0.044,0,0,0,0.0005,0,0,0,0,0,0,0.0775,0.064,0,0,0,0,0,0,0,0,0,0.0085,0.0155,0.1355,0.208,0.049,0.0425,0.0515,0.054,0.053,0.0315,0.009,0.0335,0.0455
2025-05-11,0.2515,0.548,0.511,0.4615,5.823,6.022,6.2755,5.956,5.9925,4.9965,4.2795,4.163,0.0095,0,0,0,0,0,0,0,0,0.0025,0,0,0.024,0.037,0,0,0.0095,0.0065,0.262,0.196,0.0675,0.014,0.0235,0.0885,0.0725,0.1965,0.051,0.073,0.072,0.4465,0.0885,0.0755,0.0465,0.345,0.5255,0.9935
2025-05-12,0.983,0.3115,0.2515,0.4415,5.4535,6.0745,5.964,6.121,5.716,5.4435,4.5835,4.022,0.0095,0,0,0.068,0.0175,0.321,0.1965,0.1165,0.1355,0.0355,0.0495,0.049,0.013,0.003,0.0125,0.0235,0.034,0.0065,0.014,0,0,0,0,0,0,0.016,0.0525,0.027,0.0085,0.0075,0.007,0.013,0.0885,0.008,0.0115,0.014
2025-05-13,0,0.2,0.295,0.335,2.0785,2.1045,2.9655,2.1565,2.1885,0.956,0.4205,0.541,0.0055,0,0.103,0.0185,0,0,0,0,0,0,0,0,0,0,0.0075,0.012,0.0435,0.045,0.053,0.018,0.002,0.015,0,0,0.0285,0.122,0.1415,0.0505,0.052,0.047,0.0605,0.06,0.0535,0.05,0.033,0.0105
2025-05-14,0.0735,0.476,0.2315,0.6815,6.0835,5.978,5.7485,6.067,5.8235,2.824,0.33,0.554,0.0075,0,0.0035,0.0005,0.0345,0.0255,0.0465,0.0415,0.0435,0.0415,0.014,0.028,0.012,0.0265,0.0545,0.1835,0.048,0.0375,0.028,0.046,0.015,0,0.1485,0,0,0,0.001,0.065,0.2765,0.022,0.0065,0.0325,0.0455,0.0145,0.471,0.753
2025-05-15,1.1335,0.977,0.6095,0.4465,2.552,2.6995,2.2185,2.492,2.7065,1.3965,0.4105,0.5025,0.007,0,0.2385,0,0.016,0.0365,0,0.014,0.0145,0,0,0.007,0.0125,0.0205,0.035,0.022,0.0085,0.0085,0.0245,0.0175,0,0,0,0,0.6335,0.1995,0.012,0.0855,0.051,0.017,0.0535,0.052,0.0475,0.037,0.0085,0.255
2025-05-16,1.157,0.534,0.551,0.4415,2.6395,2.221,2.5165,2.579,2.7545,1.438,0.434,0.5935,0.0055,0.051,0.071,0.0815,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.244,0.0745,0.014,0.008,0.008,0.0105,0.0535,0.048,0.0315,0.0145,0.0095,0.012
2025-05-17,0,2.217,2.0555,0.4985,5.8025,5.742,5.876,5.9025,5.99,4.686,4.2285,4.017,0.011,0,0,0,0,0.0495,0.07,0.0365,0.039,0.014,0,0.0665,0.0565,0.102,0.0525,0.0575,0,0,0,0,0,0,0,0.0085,0.0815,0.2315,0.373,0.047,0.0475,0.054,0.052,0.0525,0.037,0.0165,0.216,0.2285
2025-05-18,0.31,0.532,0.2685,0.564,2.0465,2.335,2.2105,2.2625,2.3275,1.1605,0.647,0.3865,0.0065,0,0,0,0,0,0,0,0,0.0255,0.08,0.038,0.021,0,0,0,0,0,0,0.016,0.066,0.114,0,0,0,0.0035,0.022,0.0245,0.011,0.0095,0.187,0.0075,0.0085,0.0135,0.007,0.007
